"particip,surveyyear,age,ethnicit,gender,targend,adjectiv,value"
"228,1996,18,White,Women,women,conventional,1"
"228,1996,18,White,Women,women,courteous,1"
"228,1996,18,White,Women,women,dependent,1"
"228,1996,18,White,Women,women,faithful,1"
"228,1996,18,White,Women,women,generous,1"
"228,1996,18,White,Women,women,happy-go-lucky,1"
"228,1996,18,White,Women,women,honest,1"
"228,1996,18,White,Women,women,humorless,1"
"228,1996,18,White,Women,women,individualistic,1"
"228,1996,18,White,Women,women,industrious,1"
"228,1996,18,White,Women,women,inhibited,1"
"228,1996,18,White,Women,women,intelligent,1"
"228,1996,18,White,Women,women,loyal to family ties,1"
"228,1996,18,White,Women,women,materialistic,1"
"228,1996,18,White,Women,women,methodical,1"
"228,1996,18,White,Women,women,nationalistic,1"
"228,1996,18,White,Women,women,neat,1"
"228,1996,18,White,Women,women,nurturant,1"
"228,1996,18,White,Women,women,passionate,1"
"228,1996,18,White,Women,women,persistent,1"
"228,1996,18,White,Women,women,practical,1"
"228,1996,18,White,Women,women,quiet,1"
"228,1996,18,White,Women,women,religious,1"
"228,1996,18,White,Women,women,reserved,1"
"228,1996,18,White,Women,women,rude,1"
"228,1996,18,White,Women,women,scientifically-minded,1"
"228,1996,18,White,Women,women,sensitive,1"
"228,1996,18,White,Women,women,shy,1"
"228,1996,18,White,Women,women,sophisticated,1"
"228,1996,18,White,Women,women,straightforward,1"
"228,1996,18,White,Women,women,superstitious,1"
"228,1996,18,White,Women,women,suspicious,1"
"228,1996,18,White,Women,women,traditional,1"
"228,1996,18,White,Women,women,unaggressive,1"
"229,1996,21,White,Men,men,athletic,1"
"229,1996,21,White,Men,men,happy-go-lucky,1"
"229,1996,21,White,Men,men,imitative,1"
"229,1996,21,White,Men,men,impulsive,1"
"229,1996,21,White,Men,men,individualistic,1"
"229,1996,21,White,Men,men,loyal to family ties,1"
"229,1996,21,White,Men,men,promiscuous,1"
"229,1996,21,White,Men,men,quick-tempered,1"
"229,1996,21,White,Men,men,secretive,1"
"229,1996,21,White,Men,men,suspicious,1"
"229,1996,21,White,Men,women,athletic,1"
"229,1996,21,White,Men,women,conceited,1"
"229,1996,21,White,Men,women,impulsive,1"
"229,1996,21,White,Men,women,individualistic,1"
"229,1996,21,White,Men,women,materialistic,1"
"229,1996,21,White,Men,women,persistent,1"
"229,1996,21,White,Men,women,quick-tempered,1"
"229,1996,21,White,Men,women,radical,1"
"229,1996,21,White,Men,women,religious,1"
"229,1996,21,White,Men,women,revengeful,1"
"229,1996,21,White,Men,women,straightforward,1"
"230,1996,19,White,Men,men,artistic,1"
"230,1996,19,White,Men,men,courteous,1"
"230,1996,19,White,Men,men,deceitful,1"
"230,1996,19,White,Men,men,efficient,1"
"230,1996,19,White,Men,men,evasive,1"
"230,1996,19,White,Men,men,industrious,1"
"230,1996,19,White,Men,men,intelligent,1"
"230,1996,19,White,Men,men,loyal to family ties,1"
"230,1996,19,White,Men,men,materialistic,1"
"230,1996,19,White,Men,men,meditative,1"
"230,1996,19,White,Men,men,methodical,1"
"230,1996,19,White,Men,men,nationalistic,1"
"230,1996,19,White,Men,men,neat,1"
"230,1996,19,White,Men,men,persistent,1"
"230,1996,19,White,Men,men,reserved,1"
"230,1996,19,White,Men,men,scientifically-minded,1"
"230,1996,19,White,Men,men,secretive,1"
"230,1996,19,White,Men,men,shrewd,1"
"230,1996,19,White,Men,men,superstitous,1"
"230,1996,19,White,Men,men,suspicious,1"
"230,1996,19,White,Men,men,tradition-loving,1"
"230,1996,19,White,Men,women,artistic,1"
"230,1996,19,White,Men,women,attractive,1"
"230,1996,19,White,Men,women,courteous,1"
"230,1996,19,White,Men,women,deceitful,1"
"230,1996,19,White,Men,women,dependent,1"
"230,1996,19,White,Men,women,efficient,1"
"230,1996,19,White,Men,women,exotic,1"
"230,1996,19,White,Men,women,imitative,1"
"230,1996,19,White,Men,women,intelligent,1"
"230,1996,19,White,Men,women,loyal to family ties,1"
"230,1996,19,White,Men,women,meditative,1"
"230,1996,19,White,Men,women,methodical,1"
"230,1996,19,White,Men,women,nationalistic,1"
"230,1996,19,White,Men,women,neat,1"
"230,1996,19,White,Men,women,religious,1"
"230,1996,19,White,Men,women,secretive,1"
"230,1996,19,White,Men,women,sophisticated,1"
"230,1996,19,White,Men,women,superstitious,1"
"230,1996,19,White,Men,women,suspicous,1"
"231,1996,19,White,Women,men,ambitious,1"
"231,1996,19,White,Women,men,athletic,1"
"231,1996,19,White,Women,men,conservative,1"
"231,1996,19,White,Women,men,conventional,1"
"231,1996,19,White,Women,men,courteous,1"
"231,1996,19,White,Women,men,efficient,1"
"231,1996,19,White,Women,men,honest,1"
"231,1996,19,White,Women,men,industrious,1"
"231,1996,19,White,Women,men,inhibited,1"
"231,1996,19,White,Women,men,intelligent,1"
"231,1996,19,White,Women,men,loyal to family ties,1"
"231,1996,19,White,Women,men,meditative,1"
"231,1996,19,White,Women,men,neat,1"
"231,1996,19,White,Women,men,practical,1"
"231,1996,19,White,Women,men,progressive,1"
"231,1996,19,White,Women,men,quiet,1"
"231,1996,19,White,Women,men,religious,1"
"231,1996,19,White,Women,men,reserved,1"
"231,1996,19,White,Women,men,rude,1"
"231,1996,19,White,Women,men,scientifically-minded,1"
"231,1996,19,White,Women,men,secretive,1"
"231,1996,19,White,Women,men,shy,1"
"231,1996,19,White,Women,men,straightforward,1"
"231,1996,19,White,Women,men,traditional,1"
"231,1996,19,White,Women,men,unaggressive,1"
"231,1996,19,White,Women,women,arrogant,1"
"231,1996,19,White,Women,women,attractive,1"
"231,1996,19,White,Women,women,courteous,1"
"231,1996,19,White,Women,women,cowardly,1"
"231,1996,19,White,Women,women,faithful,1"
"231,1996,19,White,Women,women,intelligent,1"
"231,1996,19,White,Women,women,loyal to family ties,1"
"231,1996,19,White,Women,women,materialistic,1"
"231,1996,19,White,Women,women,quiet,1"
"231,1996,19,White,Women,women,reserved,1"
"231,1996,19,White,Women,women,sensitive,1"
"231,1996,19,White,Women,women,shy,1"
"231,1996,19,White,Women,women,sophisticated,1"
"231,1996,19,White,Women,women,traditional,1"
"231,1996,19,White,Women,women,unaggressive,1"
"231,1996,19,White,Women,women,witty,1"
"232,1996,19,White,Women,men,asexual,1"
"232,1996,19,White,Women,men,conservative,1"
"232,1996,19,White,Women,men,cowardly,1"
"232,1996,19,White,Women,men,cruel,1"
"232,1996,19,White,Women,men,deceitful,1"
"232,1996,19,White,Women,men,evasive,1"
"232,1996,19,White,Women,men,intelligent,1"
"232,1996,19,White,Women,men,loyal to family ties,1"
"232,1996,19,White,Women,men,materialistic,1"
"232,1996,19,White,Women,men,methodical,1"
"232,1996,19,White,Women,men,nationalistic,1"
"232,1996,19,White,Women,men,progressive,1"
"232,1996,19,White,Women,men,quiet,1"
"232,1996,19,White,Women,men,scientifically-minded,1"
"232,1996,19,White,Women,men,secretive,1"
"232,1996,19,White,Women,men,shrewd,1"
"232,1996,19,White,Women,men,suspicious,1"
"232,1996,19,White,Women,men,traditional,1"
"232,1996,19,White,Women,women,conservative,1"
"232,1996,19,White,Women,women,cowardly,1"
"232,1996,19,White,Women,women,cruel,1"
"232,1996,19,White,Women,women,deceitful,1"
"232,1996,19,White,Women,women,imitative,1"
"232,1996,19,White,Women,women,inhibited,1"
"232,1996,19,White,Women,women,intelligent,1"
"232,1996,19,White,Women,women,loyal to family ties,1"
"232,1996,19,White,Women,women,methodical,1"
"232,1996,19,White,Women,women,nationalistic,1"
"232,1996,19,White,Women,women,neat,1"
"232,1996,19,White,Women,women,quiet,1"
"232,1996,19,White,Women,women,scientifically-minded,1"
"232,1996,19,White,Women,women,secretive,1"
"232,1996,19,White,Women,women,shy,1"
"232,1996,19,White,Women,women,superstitious,1"
"232,1996,19,White,Women,women,suspicious,1"
"232,1996,19,White,Women,women,traditional,1"
"232,1996,19,White,Women,women,unaggressive,1"
"233,1996,18,White,Women,men,ambitious,1"
"233,1996,18,White,Women,men,arrogant,1"
"233,1996,18,White,Women,men,conservative,1"
"233,1996,18,White,Women,men,honest,1"
"233,1996,18,White,Women,men,intelligent,1"
"233,1996,18,White,Women,men,loyal to family ties,1"
"233,1996,18,White,Women,men,materialistic,1"
"233,1996,18,White,Women,men,nationalistic,1"
"233,1996,18,White,Women,men,neat,1"
"233,1996,18,White,Women,men,quiet,1"
"233,1996,18,White,Women,men,reserved,1"
"233,1996,18,White,Women,men,scientifically-minded,1"
"233,1996,18,White,Women,men,sophisticated,1"
"233,1996,18,White,Women,men,straightforward,1"
"233,1996,18,White,Women,men,traditional,1"
"233,1996,18,White,Women,men,unaggressive,1"
"233,1996,18,White,Women,women,arrogant,1"
"233,1996,18,White,Women,women,attractive,1"
"233,1996,18,White,Women,women,conceited,1"
"233,1996,18,White,Women,women,exotic,1"
"233,1996,18,White,Women,women,loyal to family ties,1"
"233,1996,18,White,Women,women,materialistic,1"
"233,1996,18,White,Women,women,neat,1"
"233,1996,18,White,Women,women,quiet,1"
"233,1996,18,White,Women,women,reserved,1"
"233,1996,18,White,Women,women,shy,1"
"233,1996,18,White,Women,women,sophisticated,1"
"233,1996,18,White,Women,women,straightforward,1"
"234,1996,20,Latinx,Women,men,ambitious,1"
"234,1996,20,Latinx,Women,men,conservative,1"
"234,1996,20,Latinx,Women,men,conventional,1"
"234,1996,20,Latinx,Women,men,courteous,1"
"234,1996,20,Latinx,Women,men,efficient,1"
"234,1996,20,Latinx,Women,men,generous,1"
"234,1996,20,Latinx,Women,men,honest,1"
"234,1996,20,Latinx,Women,men,industrious,1"
"234,1996,20,Latinx,Women,men,inhibited,1"
"234,1996,20,Latinx,Women,men,intelligent,1"
"234,1996,20,Latinx,Women,men,loyal to family ties,1"
"234,1996,20,Latinx,Women,men,methodical,1"
"234,1996,20,Latinx,Women,men,nationalistic,1"
"234,1996,20,Latinx,Women,men,neat,1"
"234,1996,20,Latinx,Women,men,persistent,1"
"234,1996,20,Latinx,Women,men,practical,1"
"234,1996,20,Latinx,Women,men,progressive,1"
"234,1996,20,Latinx,Women,men,quiet,1"
"234,1996,20,Latinx,Women,men,reserved,1"
"234,1996,20,Latinx,Women,men,scientifically-minded,1"
"234,1996,20,Latinx,Women,men,sensitive,1"
"234,1996,20,Latinx,Women,men,shy,1"
"234,1996,20,Latinx,Women,women,artistic,1"
"234,1996,20,Latinx,Women,women,attractive,1"
"234,1996,20,Latinx,Women,women,dependent,1"
"234,1996,20,Latinx,Women,women,faithful,1"
"234,1996,20,Latinx,Women,women,industrious,1"
"234,1996,20,Latinx,Women,women,inhibited,1"
"234,1996,20,Latinx,Women,women,intelligent,1"
"234,1996,20,Latinx,Women,women,loyal to family ties,1"
"234,1996,20,Latinx,Women,women,neat,1"
"234,1996,20,Latinx,Women,women,nurturant,1"
"234,1996,20,Latinx,Women,women,passionate,1"
"234,1996,20,Latinx,Women,women,quiet,1"
"234,1996,20,Latinx,Women,women,religious,1"
"234,1996,20,Latinx,Women,women,secretive,1"
"234,1996,20,Latinx,Women,women,sensitive,1"
"234,1996,20,Latinx,Women,women,shy,1"
"234,1996,20,Latinx,Women,women,traditional,1"
"234,1996,20,Latinx,Women,women,unaggressive,1"
"235,1996,21,White,Women,men,ambitious,1"
"235,1996,21,White,Women,men,courteous,1"
"235,1996,21,White,Women,men,faithful,1"
"235,1996,21,White,Women,men,gregarious,1"
"235,1996,21,White,Women,men,individualistic,1"
"235,1996,21,White,Women,men,industrious,1"
"235,1996,21,White,Women,men,intelligent,1"
"235,1996,21,White,Women,men,loyal to family ties,1"
"235,1996,21,White,Women,men,persistent,1"
"235,1996,21,White,Women,men,practical,1"
"235,1996,21,White,Women,men,scientifically-minded,1"
"235,1996,21,White,Women,men,sensitive,1"
"235,1996,21,White,Women,men,sophisticated,1"
"235,1996,21,White,Women,men,straightforward,1"
"235,1996,21,White,Women,men,unaggressive,1"
"235,1996,21,White,Women,women,artistic,1"
"235,1996,21,White,Women,women,conventional,1"
"235,1996,21,White,Women,women,courteous,1"
"235,1996,21,White,Women,women,faithful,1"
"235,1996,21,White,Women,women,generous,1"
"235,1996,21,White,Women,women,honest,1"
"235,1996,21,White,Women,women,intelligent,1"
"235,1996,21,White,Women,women,loyal to family ties,1"
"235,1996,21,White,Women,women,neat,1"
"235,1996,21,White,Women,women,nurturant,1"
"235,1996,21,White,Women,women,quiet,1"
"235,1996,21,White,Women,women,reserved,1"
"235,1996,21,White,Women,women,shy,1"
"235,1996,21,White,Women,women,traditional,1"
"235,1996,21,White,Women,women,unaggressive,1"
"236,1996,19,White,Women,men,ambitious,1"
"236,1996,19,White,Women,men,conceited,1"
"236,1996,19,White,Women,men,deceitful,1"
"236,1996,19,White,Women,men,efficient,1"
"236,1996,19,White,Women,men,individualistic,1"
"236,1996,19,White,Women,men,intelligent,1"
"236,1996,19,White,Women,men,loyal to family ties,1"
"236,1996,19,White,Women,men,materialistic,1"
"236,1996,19,White,Women,men,nationalistic,1"
"236,1996,19,White,Women,men,neat,1"
"236,1996,19,White,Women,men,quiet,1"
"236,1996,19,White,Women,men,rude,1"
"236,1996,19,White,Women,men,scientifically-minded,1"
"236,1996,19,White,Women,men,secretive,1"
"236,1996,19,White,Women,men,shy,1"
"236,1996,19,White,Women,men,sophisticated,1"
"236,1996,19,White,Women,men,traditional,1"
"236,1996,19,White,Women,women,conventional,1"
"236,1996,19,White,Women,women,exotic,1"
"236,1996,19,White,Women,women,individualistic,1"
"236,1996,19,White,Women,women,intelligent,1"
"236,1996,19,White,Women,women,loyal to family ties,1"
"236,1996,19,White,Women,women,materialistic,1"
"236,1996,19,White,Women,women,nationalistic,1"
"236,1996,19,White,Women,women,neat,1"
"236,1996,19,White,Women,women,quiet,1"
"236,1996,19,White,Women,women,scientifically-minded,1"
"236,1996,19,White,Women,women,shy,1"
"236,1996,19,White,Women,women,traditional,1"
"238,1996,19,Latinx,Men,men,ambitious,1"
"238,1996,19,Latinx,Men,men,asexual,1"
"238,1996,19,Latinx,Men,men,conceited,1"
"238,1996,19,Latinx,Men,men,cowardly,1"
"238,1996,19,Latinx,Men,men,deceitful,1"
"238,1996,19,Latinx,Men,men,efficient,1"
"238,1996,19,Latinx,Men,men,evasive,1"
"238,1996,19,Latinx,Men,men,faithful,1"
"238,1996,19,Latinx,Men,men,honest,1"
"238,1996,19,Latinx,Men,men,industrious,1"
"238,1996,19,Latinx,Men,men,intelligent,1"
"238,1996,19,Latinx,Men,men,loyal to family ties,1"
"238,1996,19,Latinx,Men,men,progressive,1"
"238,1996,19,Latinx,Men,men,quiet,1"
"238,1996,19,Latinx,Men,men,reserved,1"
"238,1996,19,Latinx,Men,men,revengeful,1"
"238,1996,19,Latinx,Men,men,rude,1"
"238,1996,19,Latinx,Men,men,rude,1"
"238,1996,19,Latinx,Men,men,scientifically-minded,1"
"238,1996,19,Latinx,Men,men,secretive,1"
"238,1996,19,Latinx,Men,men,shrewd,1"
"238,1996,19,Latinx,Men,men,sophisticated,1"
"238,1996,19,Latinx,Men,men,straightforward,1"
"238,1996,19,Latinx,Men,men,suspicious,1"
"238,1996,19,Latinx,Men,men,traditional,1"
"238,1996,19,Latinx,Men,women,artistic,1"
"238,1996,19,Latinx,Men,women,courteous,1"
"238,1996,19,Latinx,Men,women,deceitful,1"
"238,1996,19,Latinx,Men,women,effeminate,1"
"238,1996,19,Latinx,Men,women,efficient,1"
"238,1996,19,Latinx,Men,women,exotic,1"
"238,1996,19,Latinx,Men,women,impulsive,1"
"238,1996,19,Latinx,Men,women,intelligent,1"
"238,1996,19,Latinx,Men,women,passionate,1"
"238,1996,19,Latinx,Men,women,promiscuous,1"
"238,1996,19,Latinx,Men,women,quick-tempered,1"
"238,1996,19,Latinx,Men,women,quiet,1"
"238,1996,19,Latinx,Men,women,scientifically-minded,1"
"238,1996,19,Latinx,Men,women,secretive,1"
"238,1996,19,Latinx,Men,women,shy,1"
"238,1996,19,Latinx,Men,women,sophisticated,1"
"238,1996,19,Latinx,Men,women,witty,1"
"239,1996,18,White,Men,men,ambitious,1"
"239,1996,18,White,Men,men,athletic,1"
"239,1996,18,White,Men,men,conservative,1"
"239,1996,18,White,Men,men,courteous,1"
"239,1996,18,White,Men,men,exotic,1"
"239,1996,18,White,Men,men,gregarious,1"
"239,1996,18,White,Men,men,humorless,1"
"239,1996,18,White,Men,men,industrious,1"
"239,1996,18,White,Men,men,intelligent,1"
"239,1996,18,White,Men,men,loyal to family ties,1"
"239,1996,18,White,Men,men,materialistic,1"
"239,1996,18,White,Men,men,meditative,1"
"239,1996,18,White,Men,men,methodical,1"
"239,1996,18,White,Men,men,neat,1"
"239,1996,18,White,Men,men,practical,1"
"239,1996,18,White,Men,men,quiet,1"
"239,1996,18,White,Men,men,religious,1"
"239,1996,18,White,Men,men,scientifically-minded,1"
"239,1996,18,White,Men,men,shrewd,1"
"239,1996,18,White,Men,men,superstitious,1"
"239,1996,18,White,Men,women,athletic,1"
"239,1996,18,White,Men,women,conservative,1"
"239,1996,18,White,Men,women,exotic,1"
"239,1996,18,White,Men,women,humorless,1"
"239,1996,18,White,Men,women,intelligent,1"
"239,1996,18,White,Men,women,loyal to family ties,1"
"239,1996,18,White,Men,women,meditative,1"
"239,1996,18,White,Men,women,neat,1"
"239,1996,18,White,Men,women,passionate,1"
"239,1996,18,White,Men,women,promiscuous,1"
"239,1996,18,White,Men,women,religious,1"
"239,1996,18,White,Men,women,scientifically-minded,1"
"239,1996,18,White,Men,women,straightforward,1"
"239,1996,18,White,Men,women,superstitious,1"
"240,1996,19,White,Men,men,efficient,1"
"240,1996,19,White,Men,men,industrious,1"
"240,1996,19,White,Men,men,intelligent,1"
"240,1996,19,White,Men,men,loyal to family ties,1"
"240,1996,19,White,Men,men,neat,1"
"240,1996,19,White,Men,men,quiet,1"
"240,1996,19,White,Men,men,scientifically-minded,1"
"240,1996,19,White,Men,men,straightforward,1"
"240,1996,19,White,Men,women,courteous,1"
"240,1996,19,White,Men,women,honest,1"
"240,1996,19,White,Men,women,intelligent,1"
"240,1996,19,White,Men,women,loyal to family ties,1"
"240,1996,19,White,Men,women,quiet,1"
"240,1996,19,White,Men,women,shy,1"
"240,1996,19,White,Men,women,straightforward,1"
"241,1996,21,White,Women,men,ambitious,1"
"241,1996,21,White,Women,men,conceited,1"
"241,1996,21,White,Women,men,conservative,1"
"241,1996,21,White,Women,men,conventional,1"
"241,1996,21,White,Women,men,courteous,1"
"241,1996,21,White,Women,men,faithful,1"
"241,1996,21,White,Women,men,generous,1"
"241,1996,21,White,Women,men,honest,1"
"241,1996,21,White,Women,men,industrious,1"
"241,1996,21,White,Women,men,intelligent,1"
"241,1996,21,White,Women,men,loyal to family ties,1"
"241,1996,21,White,Women,men,meditative,1"
"241,1996,21,White,Women,men,nationalistic,1"
"241,1996,21,White,Women,men,quiet,1"
"241,1996,21,White,Women,men,religious,1"
"241,1996,21,White,Women,men,reserved,1"
"241,1996,21,White,Women,men,scientifically-minded,1"
"241,1996,21,White,Women,men,sensitive,1"
"241,1996,21,White,Women,men,straightforward,1"
"241,1996,21,White,Women,men,traditional,1"
"241,1996,21,White,Women,women,conceited,1"
"241,1996,21,White,Women,women,conservative,1"
"241,1996,21,White,Women,women,conventional,1"
"241,1996,21,White,Women,women,courteous,1"
"241,1996,21,White,Women,women,efficient,1"
"241,1996,21,White,Women,women,generous,1"
"241,1996,21,White,Women,women,honest,1"
"241,1996,21,White,Women,women,intelligent,1"
"241,1996,21,White,Women,women,loyal to family ties,1"
"241,1996,21,White,Women,women,meditative,1"
"241,1996,21,White,Women,women,nationalistic,1"
"241,1996,21,White,Women,women,nurturant,1"
"241,1996,21,White,Women,women,reserved,1"
"241,1996,21,White,Women,women,shy,1"
"241,1996,21,White,Women,women,sophisticated,1"
"241,1996,21,White,Women,women,straightforward,1"
"241,1996,21,White,Women,women,traditional,1"
"242,1996,18,International,Men,men,ambitious,1"
"242,1996,18,International,Men,men,conservative,1"
"242,1996,18,International,Men,men,conventional,1"
"242,1996,18,International,Men,men,efficient,1"
"242,1996,18,International,Men,men,faithful,1"
"242,1996,18,International,Men,men,honest,1"
"242,1996,18,International,Men,men,imitative,1"
"242,1996,18,International,Men,men,industrious,1"
"242,1996,18,International,Men,men,inhibited,1"
"242,1996,18,International,Men,men,intelligent,1"
"242,1996,18,International,Men,men,loyal to family ties,1"
"242,1996,18,International,Men,men,materialistic,1"
"242,1996,18,International,Men,men,methodical,1"
"242,1996,18,International,Men,men,nationalistic,1"
"242,1996,18,International,Men,men,neat,1"
"242,1996,18,International,Men,men,persistent,1"
"242,1996,18,International,Men,men,practical,1"
"242,1996,18,International,Men,men,progressive,1"
"242,1996,18,International,Men,men,quiet,1"
"242,1996,18,International,Men,men,religious,1"
"242,1996,18,International,Men,men,reserved,1"
"242,1996,18,International,Men,men,scientifically-minded,1"
"242,1996,18,International,Men,men,secretive,1"
"242,1996,18,International,Men,men,sensitive,1"
"242,1996,18,International,Men,men,shrewd,1"
"242,1996,18,International,Men,men,shy,1"
"242,1996,18,International,Men,men,sophisticated,1"
"242,1996,18,International,Men,men,straightforward,1"
"242,1996,18,International,Men,women,conservative,1"
"242,1996,18,International,Men,women,conventional,1"
"242,1996,18,International,Men,women,dependent,1"
"242,1996,18,International,Men,women,effeminate,1"
"242,1996,18,International,Men,women,efficient,1"
"242,1996,18,International,Men,women,exotic,1"
"242,1996,18,International,Men,women,faithful,1"
"242,1996,18,International,Men,women,honest,1"
"242,1996,18,International,Men,women,humorless,1"
"242,1996,18,International,Men,women,imitative,1"
"242,1996,18,International,Men,women,inhibited,1"
"242,1996,18,International,Men,women,intelligent,1"
"242,1996,18,International,Men,women,loyal to family ties,1"
"242,1996,18,International,Men,women,meditative,1"
"242,1996,18,International,Men,women,neat,1"
"242,1996,18,International,Men,women,persistent,1"
"242,1996,18,International,Men,women,practical,1"
"242,1996,18,International,Men,women,progressive,1"
"242,1996,18,International,Men,women,quiet,1"
"242,1996,18,International,Men,women,reserved,1"
"242,1996,18,International,Men,women,scientifically-minded,1"
"242,1996,18,International,Men,women,sensitive,1"
"242,1996,18,International,Men,women,shy,1"
"242,1996,18,International,Men,women,traditional,1"
"242,1996,18,International,Men,women,unaggressive,1"
"243,1996,19,Multiracial,Men,men,intelligent,1"
"243,1996,19,Multiracial,Men,men,loyal to family ties,1"
"243,1996,19,Multiracial,Men,men,methodical,1"
"243,1996,19,Multiracial,Men,men,neat,1"
"243,1996,19,Multiracial,Men,men,persistent,1"
"243,1996,19,Multiracial,Men,men,practical,1"
"243,1996,19,Multiracial,Men,men,quiet,1"
"243,1996,19,Multiracial,Men,men,religious,1"
"243,1996,19,Multiracial,Men,men,scientifically-minded,1"
"243,1996,19,Multiracial,Men,men,secretive,1"
"243,1996,19,Multiracial,Men,men,sensitive,1"
"243,1996,19,Multiracial,Men,men,shrewd,1"
"243,1996,19,Multiracial,Men,men,traditional,1"
"243,1996,19,Multiracial,Men,men,unaggressive,1"
"243,1996,19,Multiracial,Men,women,conceited,1"
"243,1996,19,Multiracial,Men,women,industrious,1"
"243,1996,19,Multiracial,Men,women,intelligent,1"
"243,1996,19,Multiracial,Men,women,loyal to family ties,1"
"243,1996,19,Multiracial,Men,women,nationalistic,1"
"243,1996,19,Multiracial,Men,women,neat,1"
"243,1996,19,Multiracial,Men,women,persistent,1"
"243,1996,19,Multiracial,Men,women,practical,1"
"243,1996,19,Multiracial,Men,women,quiet,1"
"243,1996,19,Multiracial,Men,women,religious,1"
"243,1996,19,Multiracial,Men,women,reserved,1"
"243,1996,19,Multiracial,Men,women,scientifically-minded,1"
"243,1996,19,Multiracial,Men,women,sensitive,1"
"243,1996,19,Multiracial,Men,women,shrewd,1"
"243,1996,19,Multiracial,Men,women,shy,1"
"243,1996,19,Multiracial,Men,women,straightforward,1"
"243,1996,19,Multiracial,Men,women,traditional,1"
"244,1996,19,White,Women,men,ambitious,1"
"244,1996,19,White,Women,men,artistic,1"
"244,1996,19,White,Women,men,attractive,1"
"244,1996,19,White,Women,men,effeminate,1"
"244,1996,19,White,Women,men,efficient,1"
"244,1996,19,White,Women,men,exotic,1"
"244,1996,19,White,Women,men,humorless,1"
"244,1996,19,White,Women,men,industrious,1"
"244,1996,19,White,Women,men,intelligent,1"
"244,1996,19,White,Women,men,loyal to family ties,1"
"244,1996,19,White,Women,men,materialistic,1"
"244,1996,19,White,Women,men,nationalistic,1"
"244,1996,19,White,Women,men,neat,1"
"244,1996,19,White,Women,men,persistent,1"
"244,1996,19,White,Women,men,progressive,1"
"244,1996,19,White,Women,men,quiet,1"
"244,1996,19,White,Women,men,reserved,1"
"244,1996,19,White,Women,men,scientifically-minded,1"
"244,1996,19,White,Women,men,secretive,1"
"244,1996,19,White,Women,men,shrewd,1"
"244,1996,19,White,Women,men,shy,1"
"244,1996,19,White,Women,men,sophisticated,1"
"244,1996,19,White,Women,men,suspicious,1"
"244,1996,19,White,Women,women,artistic,1"
"244,1996,19,White,Women,women,dependent,1"
"244,1996,19,White,Women,women,exotic,1"
"244,1996,19,White,Women,women,faithful,1"
"244,1996,19,White,Women,women,humorless,1"
"244,1996,19,White,Women,women,imitative,1"
"244,1996,19,White,Women,women,industrious,1"
"244,1996,19,White,Women,women,intelligent,1"
"244,1996,19,White,Women,women,loyal to family ties,1"
"244,1996,19,White,Women,women,materialistic,1"
"244,1996,19,White,Women,women,neat,1"
"244,1996,19,White,Women,women,quiet,1"
"244,1996,19,White,Women,women,radical,1"
"244,1996,19,White,Women,women,reserved,1"
"244,1996,19,White,Women,women,rude,1"
"244,1996,19,White,Women,women,secretive,1"
"244,1996,19,White,Women,women,shrewd,1"
"244,1996,19,White,Women,women,shy,1"
"244,1996,19,White,Women,women,sophisticated,1"
"245,1996,18,White,Women,men,conservative,1"
"245,1996,18,White,Women,men,efficient,1"
"245,1996,18,White,Women,men,intelligent,1"
"245,1996,18,White,Women,men,loyal to family ties,1"
"245,1996,18,White,Women,men,reserved,1"
"245,1996,18,White,Women,men,scientifically-minded,1"
"245,1996,18,White,Women,men,traditional,1"
"245,1996,18,White,Women,women,faithful,1"
"245,1996,18,White,Women,women,inhibited,1"
"245,1996,18,White,Women,women,intelligent,1"
"245,1996,18,White,Women,women,quiet,1"
"245,1996,18,White,Women,women,reserved,1"
"245,1996,18,White,Women,women,traditional,1"
"247,1996,18,White,Men,men,conceited,1"
"247,1996,18,White,Men,men,conventional,1"
"247,1996,18,White,Men,men,humorless,1"
"247,1996,18,White,Men,men,individualistic,1"
"247,1996,18,White,Men,men,industrious,1"
"247,1996,18,White,Men,men,intelligent,1"
"247,1996,18,White,Men,men,loyal to family ties,1"
"247,1996,18,White,Men,men,meditative,1"
"247,1996,18,White,Men,men,persistent,1"
"247,1996,18,White,Men,men,quiet,1"
"247,1996,18,White,Men,men,religious,1"
"247,1996,18,White,Men,men,reserved,1"
"247,1996,18,White,Men,men,rude,1"
"247,1996,18,White,Men,men,scientifically-minded,1"
"247,1996,18,White,Men,men,shy,1"
"247,1996,18,White,Men,men,traditional,1"
"247,1996,18,White,Men,women,arrogant,1"
"247,1996,18,White,Men,women,conceited,1"
"247,1996,18,White,Men,women,humorless,1"
"247,1996,18,White,Men,women,intelligent,1"
"247,1996,18,White,Men,women,loyal to family ties,1"
"247,1996,18,White,Men,women,neat,1"
"247,1996,18,White,Men,women,promiscuous,1"
"247,1996,18,White,Men,women,quiet,1"
"247,1996,18,White,Men,women,reserved,1"
"247,1996,18,White,Men,women,scientifically-minded,1"
"247,1996,18,White,Men,women,secretive,1"
"247,1996,18,White,Men,women,traditional,1"
"247,1996,18,White,Men,women,unaggressive,1"
"248,1996,19,White,Women,men,ambitious,1"
"248,1996,19,White,Women,men,conservative,1"
"248,1996,19,White,Women,men,courteous,1"
"248,1996,19,White,Women,men,efficient,1"
