particip,surveyyear,age,ethnicit,gender,grade,major,faoccup,maoccup,targend,adjectiv,categories1,categories2,rank,ranking,sit1,sit2,setting,mcodes,tcodes,ocodes,fcode
217,1996,3,3,1,2,5,3,3,women,faithful,7,7,21,5,"spouse, to", ,4, , , , 
217,1996,3,3,1,2,5,3,3,women,honest,10,10,14, , , , , , , , 
217,1996,3,3,1,2,5,3,3,women,intelligent,1,1,43,2,school, ,1, , , , 
217,1996,3,3,1,2,5,3,3,women,loyal to family ties,7,7,40, , , , , , , , 
217,1996,3,3,1,2,5,3,3,women,materialistic,16,16,15, , , , , , , , 
217,1996,3,3,1,2,5,3,3,women,neat,16,16,34, , , , , , , , 
217,1996,3,3,1,2,5,3,3,women,nurturant,14,14,10, , , , , , , , 
217,1996,3,3,1,2,5,3,3,women,quiet,5,5,46,3,socialworld, ,2, , , , 
217,1996,3,3,1,2,5,3,3,women,reserved,5,5,33, , , , , , , , 
217,1996,3,3,1,2,5,3,3,women,secretive,9,9,20, , , , , , , , 
217,1996,3,3,1,2,5,3,3,women,sensitive,14,14,22, , , , , , , , 
217,1996,3,3,1,2,5,3,3,women,shy,5,5,40,1,blind date, ,2, , , , 
217,1996,3,3,1,2,5,3,3,women,traditional,7,7,33,4,family upbringing, ,4, , , , 
219,1996,1,1,2,4,1,99,10,men,ambitious,6,6,3, , , , , , , , 
219,1996,1,1,2,4,1,99,10,men,conservative,7,7,3,5, , , , , , , 
219,1996,1,1,2,4,1,99,10,men,efficient,11,11,4, , , , , , , , 
219,1996,1,1,2,4,1,99,10,men,humorless,11,11,4, , , , , , , , 
219,1996,1,1,2,4,1,99,10,men,individualistic,8,8,2,4, , , , , , , 
219,1996,1,1,2,4,1,99,10,men,industrious,6,6,5, , , , , , , , 
219,1996,1,1,2,4,1,99,10,men,intelligent,1,1,7,1,classroom,conversation,1, , , , 
219,1996,1,1,2,4,1,99,10,men,loyal to family ties,7,7,7, , , , , , , , 
219,1996,1,1,2,4,1,99,10,men,materialistic,16,16,2, , , , , , , , 
219,1996,1,1,2,4,1,99,10,men,persistent,11,11,2, , , , , , , , 
219,1996,1,1,2,4,1,99,10,men,quiet,5,5,7,3,social gathering, ,2, , , , 
219,1996,1,1,2,4,1,99,10,men,religious,16,16,4, , , , , , , , 
219,1996,1,1,2,4,1,99,10,men,reserved,5,5,5, , , , , , , , 
219,1996,1,1,2,4,1,99,10,men,scientifically-minded,1,1,7,2,classroom,careers,1, , , , 
219,1996,1,1,2,4,1,99,10,men,secretive,9,9,2, , , , , , , , 
219,1996,1,1,2,4,1,99,10,men,shy,5,5,7, , , , , , , , 
219,1996,1,1,2,4,1,99,10,men,suspicious,9,9,1, , , , , , , , 
219,1996,1,1,2,4,1,99,10,women,ambitious,6,6,3, , , , , , , , 
219,1996,1,1,2,4,1,99,10,women,conservative,7,7,4, , , , , , , , 
219,1996,1,1,2,4,1,99,10,women,efficient,11,11,3, , , , , , , , 
219,1996,1,1,2,4,1,99,10,women,faithful,7,7,5,4,relationships,marriage,2, , , , 
219,1996,1,1,2,4,1,99,10,women,honest,10,10,3, , , , , , , , 
219,1996,1,1,2,4,1,99,10,women,intelligent,1,1,9,2,conversation,classroom,2, , , , 
219,1996,1,1,2,4,1,99,10,women,loyal to family ties,7,7,8, , , , , , , , 
219,1996,1,1,2,4,1,99,10,women,methodical,11,11,2, , , , , , , , 
219,1996,1,1,2,4,1,99,10,women,neat,16,16,3, , , , , , , , 
219,1996,1,1,2,4,1,99,10,women,quiet,5,5,5,5,parties, ,2, , , , 
219,1996,1,1,2,4,1,99,10,women,religious,16,16,4, , , , , , , , 
219,1996,1,1,2,4,1,99,10,women,scientifically-minded,1,1,4,3,classroom,profession,1, , , , 
219,1996,1,1,2,4,1,99,10,women,secretive,9,9,2, , , , , , , , 
219,1996,1,1,2,4,1,99,10,women,shy,5,5,6,1,social gatherings, ,2, , , , 
219,1996,1,1,2,4,1,99,10,women,traditional,7,7,4, , , , , , , , 
220,1996,3,3,1,2,5,28,10,men,ambitious,6,6,38, , , , , , , , 
220,1996,3,3,1,2,5,28,10,men,efficient,11,11,37,5,classroom,work,1, , , , 
220,1996,3,3,1,2,5,28,10,men,industrious,6,6,38,2,classroom,work,1, , , , 
220,1996,3,3,1,2,5,28,10,men,intelligent,1,1,52,1,classroom,work,1, , , , 
220,1996,3,3,1,2,5,28,10,men,loyal to family ties,7,7,48, , , , , , , , 
220,1996,3,3,1,2,5,28,10,men,materialistic,16,16,22, , , , , , , , 
220,1996,3,3,1,2,5,28,10,men,methodical,11,11,28, , , , , , , , 
220,1996,3,3,1,2,5,28,10,men,nationalistic,16,16,19, , , , , , , , 
220,1996,3,3,1,2,5,28,10,men,neat,16,16,42, , , , , , , , 
220,1996,3,3,1,2,5,28,10,men,persistent,11,11,27,4,classroom,work,1, , , , 
220,1996,3,3,1,2,5,28,10,men,practical,11,11,24,3,classroom,work,1, , , , 
220,1996,3,3,1,2,5,28,10,men,progressive,8,8,20, , , , , , , , 
220,1996,3,3,1,2,5,28,10,men,quiet,5,5,47, , , , , , , , 
220,1996,3,3,1,2,5,28,10,men,religious,16,16,13, , , , , , , , 
220,1996,3,3,1,2,5,28,10,men,reserved,5,5,36, , , , , , , , 
220,1996,3,3,1,2,5,28,10,men,scientifically-minded,1,1,57, , , , , , , , 
220,1996,3,3,1,2,5,28,10,men,shrewd,9,9,17, , , , , , , , 
220,1996,3,3,1,2,5,28,10,men,shy,5,5,29, , , , , , , , 
220,1996,3,3,1,2,5,28,10,men,sophisticated,8,8,15, , , , , , , , 
220,1996,3,3,1,2,5,28,10,men,traditional,7,7,38, , , , , , , , 
220,1996,3,3,1,2,5,28,10,women,attractive,3,3,19, , , , , , , , 
220,1996,3,3,1,2,5,28,10,women,conceited,13,13,4, , , , , , , , 
220,1996,3,3,1,2,5,28,10,women,exotic,3,3,16, , , , , , , , 
220,1996,3,3,1,2,5,28,10,women,inhibited,5,5,16, , , , , , , , 
220,1996,3,3,1,2,5,28,10,women,intelligent,1,1,44,1,classroom,work,1, , , , 
220,1996,3,3,1,2,5,28,10,women,loyal to family ties,7,7,41,5,discussion,"family, w/",2, , , , 
220,1996,3,3,1,2,5,28,10,women,materialistic,16,16,16, , , , , , , , 
220,1996,3,3,1,2,5,28,10,women,neat,16,16,35, , , , , , , , 
220,1996,3,3,1,2,5,28,10,women,persistent,11,11,8, , , , , , , , 
220,1996,3,3,1,2,5,28,10,women,practical,11,11,20, , , , , , , , 
220,1996,3,3,1,2,5,28,10,women,promiscuous,3,3,5, , , , , , , , 
220,1996,3,3,1,2,5,28,10,women,quiet,5,5,47,3,social gathering,"family, w/",2, , , , 
220,1996,3,3,1,2,5,28,10,women,religious,16,16,10, , , , , , , , 
220,1996,3,3,1,2,5,28,10,women,reserved,5,5,34, , , , , , , , 
220,1996,3,3,1,2,5,28,10,women,scientifically-minded,1,1,30, , , , , , , , 
220,1996,3,3,1,2,5,28,10,women,shrewd,9,9,6, , , , , , , , 
220,1996,3,3,1,2,5,28,10,women,shy,5,5,41,2,social gathering,"family, w/",2, , , , 
220,1996,3,3,1,2,5,28,10,women,sophisticated,8,8,18,4,social gathering,"family, w/",2, , , , 
220,1996,3,3,1,2,5,28,10,women,suggestible,5,5,5, , , , , , , , 
220,1996,3,3,1,2,5,28,10,women,traditional,7,7,34, , , , , , , , 
221,1996,1,2,1,4,1,99,99,men,artistic,16,16,2,3,workplace,classroom,3, , , , 
221,1996,1,2,1,4,1,99,99,men,cowardly,5,5,1, , , , , , , , 
221,1996,1,2,1,4,1,99,99,men,dependent,5,5,1, , , , , , , , 
221,1996,1,2,1,4,1,99,99,men,efficient,11,11,4, , , , , , , , 
221,1996,1,2,1,4,1,99,99,men,exotic,3,3,1, , , , , , , , 
221,1996,1,2,1,4,1,99,99,men,faithful,7,7,3, , , , , , , , 
221,1996,1,2,1,4,1,99,99,men,honest,10,10,3, , , , , , , , 
221,1996,1,2,1,4,1,99,99,men,intelligent,1,1,6,1,classroom,workplace,1, , , , 
221,1996,1,2,1,4,1,99,99,men,loyal to family ties,7,7,6,4,home,workplace,4, , , , 
221,1996,1,2,1,4,1,99,99,men,nationalistic,16,16,5, , , , , , , , 
221,1996,1,2,1,4,1,99,99,men,neat,16,16,5, , , , , , , , 
221,1996,1,2,1,4,1,99,99,men,progressive,8,8,4, , , , , , , , 
221,1996,1,2,1,4,1,99,99,men,quick tempered,15,15,1, , , , , , , , 
221,1996,1,2,1,4,1,99,99,men,quiet,5,5,5,2,outing,first date,2, , , , 
221,1996,1,2,1,4,1,99,99,men,religious,16,16,2, , , , , , , , 
221,1996,1,2,1,4,1,99,99,men,scientifically-minded,1,1,6,5,workplace,classroom,3, , , , 
221,1996,1,2,1,4,1,99,99,men,shy,5,5,4, , , , , , , , 
221,1996,1,2,1,4,1,99,99,men,sophisticated,8,8,2, , , , , , , , 
221,1996,1,2,1,4,1,99,99,men,suspicious,9,9,1, , , , , , , , 
221,1996,1,2,1,4,1,99,99,men,tradition-loving,7,7,1, , , , , , , , 
221,1996,1,2,1,4,1,99,99,women,arrogant,13,13,1, , , , , , , , 
221,1996,1,2,1,4,1,99,99,women,artistic,16,16,2, , , , , , , , 
221,1996,1,2,1,4,1,99,99,women,exotic,3,3,3,4,first date,bar,2, , , , 
221,1996,1,2,1,4,1,99,99,women,faithful,7,7,4, , , , , , , , 
221,1996,1,2,1,4,1,99,99,women,humorless,11,11,2, , , , , , , , 
221,1996,1,2,1,4,1,99,99,women,inhibited,5,5,3, , , , , , , , 
221,1996,1,2,1,4,1,99,99,women,intelligence,1,1,1,1,classroom,workspace,1, , , , 
221,1996,1,2,1,4,1,99,99,women,lazy,16,16,1, , , , , , , , 
221,1996,1,2,1,4,1,99,99,women,loyal to family,7,7,1, , , , , , , , 
221,1996,1,2,1,4,1,99,99,women,nationalistic,16,16,2, , , , , , , , 
221,1996,1,2,1,4,1,99,99,women,neat,16,16,3, , , , , , , , 
221,1996,1,2,1,4,1,99,99,women,quick tempered,15,15,1, , , , , , , , 
221,1996,1,2,1,4,1,99,99,women,quiet,5,5,4,2,classroom,first date,1, , , , 
221,1996,1,2,1,4,1,99,99,women,religious,16,16,3, , , , , , , , 
221,1996,1,2,1,4,1,99,99,women,reserved,5,5,4, , , , , , , , 
221,1996,1,2,1,4,1,99,99,women,scientific,1,1,1, , , , , , , , 
221,1996,1,2,1,4,1,99,99,women,secretive,9,9,5, , , , , , , , 
221,1996,1,2,1,4,1,99,99,women,sensitive,14,14,3,5,first date,classroom,2, , , , 
221,1996,1,2,1,4,1,99,99,women,shy,5,5,3,3,first date,another country,2, , , , 
221,1996,1,2,1,4,1,99,99,women,superstitious,16,16,3, , , , , , , , 
221,1996,1,2,1,4,1,99,99,women,traditional,7,7,5, , , , , , , , 
222,1996,2,3,1,3,1,3,89,men,conservative,7,7,36, , , , , , , , 
222,1996,2,3,1,3,1,3,89,men,courteous,14,14,17, , , , , , , , 
222,1996,2,3,1,3,1,3,89,men,effeminate,4,4,2, , , , , , , , 
222,1996,2,3,1,3,1,3,89,men,industrious,6,6,39,2,business, ,3, , , , 
222,1996,2,3,1,3,1,3,89,men,intelligent,1,1,53,1,classroom,business,1, , , , 
222,1996,2,3,1,3,1,3,89,men,persistent,11,11,28,5,job setting, ,3, , , , 
222,1996,2,3,1,3,1,3,89,men,scientifically-minded,1,1,58,3,classroom,job setting,1, , , , 
222,1996,2,3,1,3,1,3,89,men,shrewd,9,9,18,4,job setting, ,3, , , , 
222,1996,2,3,1,3,1,3,89,women,attractive,3,3,20, , , , , , , , 
222,1996,2,3,1,3,1,3,89,women,dependent,5,5,19,4,family situation, ,4, , , , 
222,1996,2,3,1,3,1,3,89,women,effeminate,4,4,9,3, , , , , , , 
222,1996,2,3,1,3,1,3,89,women,faithful,7,7,22, , , , , , , , 
222,1996,2,3,1,3,1,3,89,women,honest,10,10,15, , , , , , , , 
222,1996,2,3,1,3,1,3,89,women,inhibited,5,5,17, , , , , , , , 
222,1996,2,3,1,3,1,3,89,women,intelligent,1,1,45, , , , , , , , 
222,1996,2,3,1,3,1,3,89,women,quiet,5,5,48,1,class discussion, ,1, , , , 
222,1996,2,3,1,3,1,3,89,women,reserved,5,5,35,5,class discussion,date,1, , , , 
222,1996,2,3,1,3,1,3,89,women,shy,5,5,42,2,class discussion,business,1, , , , 
222,1996,2,3,1,3,1,3,89,women,traditional,7,7,35, , , , , , , , 
223,1996,2,3,1,3,1,6,0,men,faithful,7,7,16,4,religion,person,5, , , , 
223,1996,2,3,1,3,1,6,0,men,individualistic,8,8,12,2,thinking,actions, , , , , 
223,1996,2,3,1,3,1,6,0,men,meditative,16,16,13, , , , , , , , 
223,1996,2,3,1,3,1,6,0,men,quiet,5,5,48,1,social evenings,class,2, , , , 
223,1996,2,3,1,3,1,6,0,men,religious,16,16,14, , , , , , , , 
223,1996,2,3,1,3,1,6,0,men,reserved,5,5,37,5,groups, ,2, , , , 
223,1996,2,3,1,3,1,6,0,men,sensitive,14,14,11,3,date, ,2, , , , 
223,1996,2,3,1,3,1,6,0,women,artistic,16,16,19, , , , , , , , 
223,1996,2,3,1,3,1,6,0,women,faithful,7,7,23,2, , , , , , , 
223,1996,2,3,1,3,1,6,0,women,individualistic,8,8,7,4, , , , , , , 
223,1996,2,3,1,3,1,6,0,women,intelligent,1,1,46,3,talking,behavior, , , , , 
223,1996,2,3,1,3,1,6,0,women,meditative,16,16,10,5, , , , , , , 
223,1996,2,3,1,3,1,6,0,women,religious,16,16,11, , , , , , , , 
223,1996,2,3,1,3,1,6,0,women,reserved,5,5,36,1,out in group,talking about feelings,2, , , , 
224,1996,2,3,1,3,3,23,99,men,conservative,7,7,37, , , , , , , , 
224,1996,2,3,1,3,3,23,99,men,conventional,7,7,17, , , , , , , , 
224,1996,2,3,1,3,3,23,99,men,faithful,7,7,17, , , , , , , , 
224,1996,2,3,1,3,3,23,99,men,honest,10,10,20, , , , , , , , 
224,1996,2,3,1,3,3,23,99,men,inhibited,5,5,15, , , , , , , , 
224,1996,2,3,1,3,3,23,99,men,intelligent,1,1,54,1,classroom,decision making,1, , , , 
224,1996,2,3,1,3,3,23,99,men,loyal to family ties,7,7,49,2,marriage,when someone treatens family,2, , , , 
224,1996,2,3,1,3,3,23,99,men,methodical,11,11,29, , , , , , , , 
224,1996,2,3,1,3,3,23,99,men,nationalistic,16,16,20, , , , , , , , 
224,1996,2,3,1,3,3,23,99,men,neat,16,16,43, , , , , , , , 
224,1996,2,3,1,3,3,23,99,men,persistent,11,11,29,3,classroom,work,1, , , , 
224,1996,2,3,1,3,3,23,99,men,quiet,5,5,49,5,social settings,public,2, , , , 
224,1996,2,3,1,3,3,23,99,men,religious,16,16,15, , , , , , , , 
224,1996,2,3,1,3,3,23,99,men,reserved,5,5,38,4,social settings,work,2, , , , 
224,1996,2,3,1,3,3,23,99,men,scientifically-minded,1,1,59, , , , , , , , 
224,1996,2,3,1,3,3,23,99,men,sophisticated,8,8,16, , , , , , , , 
224,1996,2,3,1,3,3,23,99,men,traditional,7,7,39, , , , , , , , 
224,1996,2,3,1,3,3,23,99,women,attractive,3,3,21, , , , , , , , 
224,1996,2,3,1,3,3,23,99,women,courteous,14,14,25,5,public,work,2, , , , 
224,1996,2,3,1,3,3,23,99,women,dependent,5,5,20,4,marriage,friends,2, , , , 
224,1996,2,3,1,3,3,23,99,women,inhibited,5,5,18, , , , , , , , 
224,1996,2,3,1,3,3,23,99,women,intelligent,1,1,47, , , , , , , , 
224,1996,2,3,1,3,3,23,99,women,loyal to family ties,7,7,42, , , , , , , , 
224,1996,2,3,1,3,3,23,99,women,neat,16,16,36, , , , , , , , 
224,1996,2,3,1,3,3,23,99,women,nurturant,14,14,11, , , , , , , , 
224,1996,2,3,1,3,3,23,99,women,quiet,5,5,49,3,public,class,2, , , , 
224,1996,2,3,1,3,3,23,99,women,reserved,5,5,37,2,public settings,class,2, , , , 
224,1996,2,3,1,3,3,23,99,women,scientifically-minded,1,1,31, , , , , , , , 
224,1996,2,3,1,3,3,23,99,women,sensitive,14,14,23, , , , , , , , 
224,1996,2,3,1,3,3,23,99,women,shy,5,5,43,1,public,class,2, , , , 
224,1996,2,3,1,3,3,23,99,women,traditional,7,7,36, , , , , , , , 
224,1996,2,3,1,3,3,23,99,women,unaggressive,5,5,27, , , , , , , , 
225,1996,3,3,1,3,1,89,41,men,exotic,3,3,7, , , , , , , , 
225,1996,3,3,1,3,1,89,41,men,humorless,11,11,26,4,"people, w/", ,2, , , , 
225,1996,3,3,1,3,1,89,41,men,meditative,16,16,14, , , , , , , , 
225,1996,3,3,1,3,1,89,41,men,methodical,11,11,30, , , , , , , , 
225,1996,3,3,1,3,1,89,41,men,neat,16,16,44,5,home,school notes,4, , , , 
225,1996,3,3,1,3,1,89,41,men,practical,11,11,25, , , , , , , , 
225,1996,3,3,1,3,1,89,41,men,progressive,8,8,21, , , , , , , , 
225,1996,3,3,1,3,1,89,41,men,quiet,5,5,50,1,classroom, ,1, , , , 
225,1996,3,3,1,3,1,89,41,men,scientifically-minded,1,1,60,2,career, ,3, , , , 
225,1996,3,3,1,3,1,89,41,men,shy,5,5,30, , , , , , , , 
225,1996,3,3,1,3,1,89,41,men,sophisticated,8,8,17, , , , , , , , 
225,1996,3,3,1,3,1,89,41,men,traditional,7,7,40,3,free time w/ family, ,4, , , , 
225,1996,3,3,1,3,1,89,41,men,unaggressive,5,5,23, , , , , , , , 
225,1996,3,3,1,3,1,89,41,women,dependent,5,5,21, , , , , , , , 
225,1996,3,3,1,3,1,89,41,women,exotic,3,3,17,3,talked about, , , , , , 
225,1996,3,3,1,3,1,89,41,women,faithful,7,7,24, , , , , , , , 
225,1996,3,3,1,3,1,89,41,women,loyal to family ties,7,7,43,2,later in life, , , , , , 
225,1996,3,3,1,3,1,89,41,women,neat,16,16,37,4,home, ,4, , , , 
225,1996,3,3,1,3,1,89,41,women,practical,11,11,21,5,everyday life, ,7, , , , 
225,1996,3,3,1,3,1,89,41,women,quiet,5,5,50, , , , , , , , 
225,1996,3,3,1,3,1,89,41,women,shy,5,5,44,1,classroom,"people, w/",1, , , , 
225,1996,3,3,1,3,1,89,41,women,traditional,7,7,37, , , , , , , , 
225,1996,3,3,1,3,1,89,41,women,unaggressive,5,5,28, , , , , , , , 
226,1996,1,5,2,4,1,6,3,men,ambitious,6,6,1, , , , , , , , 
226,1996,1,5,2,4,1,6,3,men,conservative,7,7,1, , , , , , , , 
226,1996,1,5,2,4,1,6,3,men,efficient,11,11,1, , , , , , , , 
226,1996,1,5,2,4,1,6,3,men,industrious,6,6,2,2,classroom, ,1, , , , 
226,1996,1,5,2,4,1,6,3,men,intelligent,1,1,3,1,classroom,workplace,1, , , , 
226,1996,1,5,2,4,1,6,3,men,quiet,5,5,3, , , , , , , , 
226,1996,1,5,2,4,1,6,3,men,reserved,5,5,1,4,socially, ,2, , , , 
226,1996,1,5,2,4,1,6,3,men,scientifically-minded,1,1,3,3,classroom,lab,1, , , , 
226,1996,1,5,2,4,1,6,3,men,shy,5,5,2, , , , , , , , 
226,1996,1,5,2,4,1,6,3,men,unaggressive,5,5,3,5,socially, ,2, , , , 
226,1996,1,5,2,4,1,6,3,women,courteous,14,14,4,4,general, ,7, , , , 
226,1996,1,5,2,4,1,6,3,women,effeminate,4,4,1, , , , , , , , 
226,1996,1,5,2,4,1,6,3,women,exotic,3,3,2, , , , , , , , 
226,1996,1,5,2,4,1,6,3,women,industrious,6,6,2, , , , , , , , 
226,1996,1,5,2,4,1,6,3,women,intelligent,1,1,3,1,classroom, ,1, , , , 
226,1996,1,5,2,4,1,6,3,women,meditative,16,16,1, , , , , , , , 
226,1996,1,5,2,4,1,6,3,women,quiet,5,5,3,2,places, , , , , , 
226,1996,1,5,2,4,1,6,3,women,reserved,5,5,3,5,socially, ,2, , , , 
226,1996,1,5,2,4,1,6,3,women,scientifically-minded,1,1,4, , , , , , , , 
226,1996,1,5,2,4,1,6,3,women,sensitive,14,14,2, , , , , , , , 
226,1996,1,5,2,4,1,6,3,women,shy,5,5,3,3,socially, ,2, , , , 
226,1996,1,5,2,4,1,6,3,women,traditional,7,7,3, , , , , , , , 
226,1996,1,5,2,4,1,6,3,women,unaggressive,5,5,2, , , , , , , , 
227,1996,1,3,2,4,1,28,89,men,ambitious,6,6,39, , , , , , , , 
227,1996,1,3,2,4,1,28,89,men,asexual,4,4,5, , , , , , , , 
227,1996,1,3,2,4,1,28,89,men,conceited,13,13,7, , , , , , , , 
227,1996,1,3,2,4,1,28,89,men,conservative,7,7,38,4,politically, ,2, , , , 
227,1996,1,3,2,4,1,28,89,men,conventional,7,7,18, , , , , , , , 
227,1996,1,3,2,4,1,28,89,men,courteous,14,14,18, , , , , , , , 
227,1996,1,3,2,4,1,28,89,men,faithful,7,7,18, , , , , , , , 
227,1996,1,3,2,4,1,28,89,men,humorless,11,11,27, , , , , , , , 
227,1996,1,3,2,4,1,28,89,men,intelligent,1,1,55,1,classroom,socially,1, , , , 
227,1996,1,3,2,4,1,28,89,men,loyal to family ties,7,7,50, , , , , , , , 
227,1996,1,3,2,4,1,28,89,men,materialistic,16,16,23, , , , , , , , 
227,1996,1,3,2,4,1,28,89,men,neat,16,16,45,2,everywhere,*,7, , , , 
227,1996,1,3,2,4,1,28,89,men,persistent,11,11,30, , , , , , , , 
227,1996,1,3,2,4,1,28,89,men,practical,11,11,26, , , , , , , , 
227,1996,1,3,2,4,1,28,89,men,progressive,8,8,22, , , , , , , , 
227,1996,1,3,2,4,1,28,89,men,quick-tempered,15,15,7, , , , , , , , 
227,1996,1,3,2,4,1,28,89,men,quiet,5,5,51,5,everywhere,socially,7, , , , 
227,1996,1,3,2,4,1,28,89,men,reserved,5,5,39,3,socially,*,2, , , , 
227,1996,1,3,2,4,1,28,89,men,scientifically-minded,1,1,61, , , , , , , , 
227,1996,1,3,2,4,1,28,89,men,secretive,9,9,24, , , , , , , , 
227,1996,1,3,2,4,1,28,89,men,sensitive,14,14,12, , , , , , , , 
227,1996,1,3,2,4,1,28,89,men,straightforward,10,10,12, , , , , , , , 
227,1996,1,3,2,4,1,28,89,men,unaggressive,5,5,24, , , , , , , , 
227,1996,1,3,2,4,1,28,89,women,asexual,4,4,1, , , , , , , , 
227,1996,1,3,2,4,1,28,89,women,conventional,7,7,15, , , , , , , , 
227,1996,1,3,2,4,1,28,89,women,courteous,14,14,26, , , , , , , , 
227,1996,1,3,2,4,1,28,89,women,dependent,5,5,22, , , , , , , , 
227,1996,1,3,2,4,1,28,89,women,efficent,11,11,3, , , , , , , , 
227,1996,1,3,2,4,1,28,89,women,honest,10,10,16, , , , , , , , 
227,1996,1,3,2,4,1,28,89,women,humorless,11,11,14, , , , , , , , 
227,1996,1,3,2,4,1,28,89,women,intelligent,1,1,48,1,classroom,*,1, , , , 
227,1996,1,3,2,4,1,28,89,women,neat,16,16,38,5,everywhere,*,7, , , , 
227,1996,1,3,2,4,1,28,89,women,quiet,5,5,51, , , , , , , , 
227,1996,1,3,2,4,1,28,89,women,reserved,5,5,38,3,overly sensitive,low confidence, , , , , 
227,1996,1,3,2,4,1,28,89,women,scientifically-minded,1,1,32, , , , , , , , 
227,1996,1,3,2,4,1,28,89,women,secretive,9,9,21, , , , , , , , 
227,1996,1,3,2,4,1,28,89,women,sensitive,14,14,24, , , , , , , , 
227,1996,1,3,2,4,1,28,89,women,shy,5,5,45,2,towards people they don't know,towards other cultures,2, , , , 
227,1996,1,3,2,4,1,28,89,women,straightforward,10,10,7, , , , , , , , 
227,1996,1,3,2,4,1,28,89,women,traditional,7,7,38, , , , , , , , 
228,1996,1,3,1,4,3,6,3,men,ambitious,6,6,40, , , , , , , , 
228,1996,1,3,1,4,3,6,3,men,arrogant,13,13,4, , , , , , , , 
228,1996,1,3,1,4,3,6,3,men,artistic,16,16,10, , , , , , , , 
228,1996,1,3,1,4,3,6,3,men,conceited,13,13,8, , , , , , , , 
228,1996,1,3,1,4,3,6,3,men,conservative,7,7,39, , , , , , , , 
228,1996,1,3,1,4,3,6,3,men,conventional,7,7,19, , , , , , , , 
228,1996,1,3,1,4,3,6,3,men,cowardly,5,5,8, , , , , , , , 
228,1996,1,3,1,4,3,6,3,men,cruel,15,15,2, , , , , , , , 
228,1996,1,3,1,4,3,6,3,men,deceitful,9,9,4, , , , , , , , 
228,1996,1,3,1,4,3,6,3,men,dependent,5,5,8, , , , , , , , 
228,1996,1,3,1,4,3,6,3,men,efficient,11,11,38, , , , , , , , 
228,1996,1,3,1,4,3,6,3,men,faithful,7,7,19, , , , , , , , 
228,1996,1,3,1,4,3,6,3,men,humorless,11,11,28, , , , , , , , 
228,1996,1,3,1,4,3,6,3,men,impulsive,12,12,3, , , , , , , , 
228,1996,1,3,1,4,3,6,3,men,individualistic,8,8,13, , , , , , , , 
228,1996,1,3,1,4,3,6,3,men,industrious,6,6,40,3,school,work,1, , , , 
228,1996,1,3,1,4,3,6,3,men,inhibited,5,5,16, , , , , , , , 
228,1996,1,3,1,4,3,6,3,men,intelligent,1,1,56,2,school,work,1, , , , 
228,1996,1,3,1,4,3,6,3,men,loyal to family ties,7,7,51,4,school,out w/ people,1, , , , 
228,1996,1,3,1,4,3,6,3,men,materialistic,16,16,24, , , , , , , , 
228,1996,1,3,1,4,3,6,3,men,meditative,16,16,15, , , , , , , , 
228,1996,1,3,1,4,3,6,3,men,methodical,11,11,31,5,school,work,1, , , , 
228,1996,1,3,1,4,3,6,3,men,nationalistic,16,16,21, , , , , , , , 
228,1996,1,3,1,4,3,6,3,men,neat,16,16,46, , , , , , , , 
228,1996,1,3,1,4,3,6,3,men,passionate,3,3,5, , , , , , , , 
228,1996,1,3,1,4,3,6,3,men,persistent,11,11,31, , , , , , , , 
228,1996,1,3,1,4,3,6,3,men,practical,11,11,27, , , , , , , , 
228,1996,1,3,1,4,3,6,3,men,progressive,8,8,23, , , , , , , , 
228,1996,1,3,1,4,3,6,3,men,quick-tempered,15,15,8, , , , , , , , 
228,1996,1,3,1,4,3,6,3,men,quiet,5,5,52, , , , , , , , 
228,1996,1,3,1,4,3,6,3,men,religious,16,16,16, , , , , , , , 
228,1996,1,3,1,4,3,6,3,men,reserved,5,5,40, , , , , , , , 
228,1996,1,3,1,4,3,6,3,men,revengeful,15,15,5, , , , , , , , 
228,1996,1,3,1,4,3,6,3,men,rude,13,13,7, , , , , , , , 
228,1996,1,3,1,4,3,6,3,men,scientifically-minded,1,1,62,1,school,work,1, , , , 
228,1996,1,3,1,4,3,6,3,men,secretive,9,9,25, , , , , , , , 
228,1996,1,3,1,4,3,6,3,men,sensitive,14,14,13, , , , , , , , 
228,1996,1,3,1,4,3,6,3,men,shrewd,9,9,19, , , , , , , , 
228,1996,1,3,1,4,3,6,3,men,shy,5,5,31, , , , , , , , 
228,1996,1,3,1,4,3,6,3,men,sophisticated,8,8,18, , , , , , , , 
228,1996,1,3,1,4,3,6,3,men,straightforward,10,10,13, , , , , , , , 
228,1996,1,3,1,4,3,6,3,men,superstitious,16,16,6, , , , , , , , 
228,1996,1,3,1,4,3,6,3,men,traditional,7,7,41, , , , , , , , 
228,1996,1,3,1,4,3,6,3,women,artistic,16,16,20, , , , , , , , 
228,1996,1,3,1,4,3,6,3,women,attractive,3,3,22, , , , , , , , 
228,1996,1,3,1,4,3,6,3,women,conceited,13,13,5, , , , , , , , 
228,1996,1,3,1,4,3,6,3,women,conservative,7,7,22, , , , , , , , 
228,1996,1,3,1,4,3,6,3,women,conventional,7,7,16, , , , , , , , 
228,1996,1,3,1,4,3,6,3,women,courteous,14,14,27, , , , , , , , 
228,1996,1,3,1,4,3,6,3,women,dependent,5,5,23,3,home,work,4, , , , 
